Flow ID,System,Group,User,Flow name,Department,TOR Group,TOR,Remark,Team,ผู้ประสานงาน (ตรวจรับ),Phase,New Phase,Blocked,Blocked Date,Start Date,End Date,Lead Time,ประเมินสถานะ,Doing,Assignee,Requirement,Design: วันที่เริ่มทำ,Design: วันที่ Demo ผ่าน,Design: วันที่ลูกค้า Comfirm,Design,AC,API,FE/App,Testing,UAT,UAT Start Date,UAT Done Date,Blocked Issue,Service,Dependency Level,Parent flow ID,,🔢 Delivery Time,🔢 Card Info,🔢 Card Info (Design)
001,ระบบสมาชิก,สมัครสมาชิก,ผู้ใช้งานทั่วไป,ผู้ใช้งานทั่วไป สามารถ สมัครสามัญ บุคคล ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01,,1,,2,2,FALSE,,1 เม.ย. ,31 พ.ค. ,53,,,,Done,,,,Confirmed,Done,Done,Done,Done,Done,,18 ส.ค. ,,,,,,120,"001 | สมัครสมาชิก

ผู้ใช้งานทั่วไป สามารถ สมัครสามัญ บุคคล ได้","001 | ระบบสมาชิก | สมัครสมาชิก

ผู้ใช้งานทั่วไป สามารถ สมัครสามัญ บุคคล ได้"
002,ระบบสมาชิก,สมัครสมาชิก,นิติบุคคล,นิติบุคคล สามารถ สมัครสามัญ นิติบุคคล ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01,,1,,2,2,FALSE,,1 เม.ย. ,31 พ.ค. ,53,,,,Done,,,,Confirmed,Done,Done,Done,Done,Done,,1 ส.ค. ,,,,,,106,"002 | สมัครสมาชิก

นิติบุคคล สามารถ สมัครสามัญ นิติบุคคล ได้","002 | ระบบสมาชิก | สมัครสมาชิก

นิติบุคคล สามารถ สมัครสามัญ นิติบุคคล ได้"
003,ระบบสมาชิก,สมัครสมาชิก,ผู้ใช้งานทั่วไป,ผู้ใช้งานทั่วไป สามารถสมัครสามัญ บุคคล (แบบโอนมา) ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01,,1,,2,2,FALSE,,1 เม.ย. ,31 พ.ค. ,53,,,,Done,,,,Confirmed,Done,Done,Done,Done,Done,,28 ส.ค. ,,,,,,129,"003 | สมัครสมาชิก

ผู้ใช้งานทั่วไป สามารถสมัครสามัญ บุคคล (แบบโอนมา) ได้","003 | ระบบสมาชิก | สมัครสมาชิก

ผู้ใช้งานทั่วไป สามารถสมัครสามัญ บุคคล (แบบโอนมา) ได้"
004,ระบบสมาชิก,สมัครสมาชิก,ผู้ใช้งานทั่วไป,ผู้ใช้งานทั่วไป สามารถ สมัครสมทบแบบ บุคคล ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01,,1,,2,2,FALSE,,1 เม.ย. ,31 พ.ค. ,53,,,,Done,,,,Confirmed,Done,Done,Done,Done,Done,,28 ส.ค. ,,,,,,129,"004 | สมัครสมาชิก

ผู้ใช้งานทั่วไป สามารถ สมัครสมทบแบบ บุคคล ได้","004 | ระบบสมาชิก | สมัครสมาชิก

ผู้ใช้งานทั่วไป สามารถ สมัครสมทบแบบ บุคคล ได้"
005,ระบบสมาชิก,สมัครสมาชิก,นิติบุคคล,นิติบุคคล สามารถ สมัครสมทบแบบ นิติบุคคล ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01,,1,,2,2,FALSE,,1 เม.ย. ,31 พ.ค. ,53,,,,Done,,,,Confirmed,Done,Done,Done,Done,Done,,1 ส.ค. ,,,,,,106,"005 | สมัครสมาชิก

นิติบุคคล สามารถ สมัครสมทบแบบ นิติบุคคล ได้","005 | ระบบสมาชิก | สมัครสมาชิก

นิติบุคคล สามารถ สมัครสมทบแบบ นิติบุคคล ได้"
0051,ระบบเงินกู้,,สมาชิกสหกรณ์ทุกประเภท,สมาชิกสหกรณ์ทุกประเภท สามารถดูข้อมูลรายละเอียดเงินกู้ได้,ฝ่ายสินเชื่อ 1,02,02.04,,1,,2,4,FALSE,,,,,,,,Done,,,,,,,,,,,,,,,,,,"0051

สมาชิกสหกรณ์ทุกประเภท สามารถดูข้อมูลรายละเอียดเงินกู้ได้","0051 | ระบบเงินกู้

สมาชิกสหกรณ์ทุกประเภท สามารถดูข้อมูลรายละเอียดเงินกู้ได้"
006,ระบบสมาชิก,สมัครสมาชิก,ผู้ใช้งานทั่วไป,ผู้ใช้งานทั่วไป สามารถ สมัครสมาชิกคู่ค้า บุคคล ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01,,1,,2,2,FALSE,,1 เม.ย. ,31 พ.ค. ,53,,,,Done,,,,Confirmed,Done,Done,Done,Done,Done,,20 ส.ค. ,,,,,,122,"006 | สมัครสมาชิก

ผู้ใช้งานทั่วไป สามารถ สมัครสมาชิกคู่ค้า บุคคล ได้","006 | ระบบสมาชิก | สมัครสมาชิก

ผู้ใช้งานทั่วไป สามารถ สมัครสมาชิกคู่ค้า บุคคล ได้"
007,ระบบสมาชิก,สมัครสมาชิก,นิติบุคคล,นิติบุคคล สามารถ สมัครสมาชิกคู่ค้า นิติบุคคล ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01,,1,,2,2,FALSE,,1 เม.ย. ,31 พ.ค. ,53,,,,Done,,,,Confirmed,Done,Done,Done,Done,Done,,20 ส.ค. ,,,,,,122,"007 | สมัครสมาชิก

นิติบุคคล สามารถ สมัครสมาชิกคู่ค้า นิติบุคคล ได้","007 | ระบบสมาชิก | สมัครสมาชิก

นิติบุคคล สามารถ สมัครสมาชิกคู่ค้า นิติบุคคล ได้"
008,ระบบสมาชิก,สมัครสมาชิก,เจ้าหน้าที่สหกรณ์,เจ้าหน้าที่สหกรณ์ สามารถ สมัครสมาชิกสำหรับบุคลากร (ดึงข้อมูลอัตโนมัติ) ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01,ต้องรอ HRM เพื่อดึงข้อมูล,1,,2,5,FALSE,,,,,เสร็จแน่นอน,,,Done,,,,Confirmed,,,,,,,,,,,,,,"008 | สมัครสมาชิก

เจ้าหน้าที่สหกรณ์ สามารถ สมัครสมาชิกสำหรับบุคลากร (ดึงข้อมูลอัตโนมัติ) ได้","008 | ระบบสมาชิก | สมัครสมาชิก

เจ้าหน้าที่สหกรณ์ สามารถ สมัครสมาชิกสำหรับบุคลากร (ดึงข้อมูลอัตโนมัติ) ได้"
009,ระบบสมาชิก,เข้าสู่ระบบ,เจ้าหน้าที่สหกรณ์,เจ้าหน้าที่สหกรณ์ สามารถเข้าสู่ระบบโดยชื่อผู้ใช้และรหัสผ่าน ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01,,1,พี่ไผ่,2,2,FALSE,,1 เม.ย. ,31 พ.ค. ,53,,,,Done,,,,Confirmed,Done,Done,Done,Done,Done,,3 ก.ค. ,,,,,,81,"009 | เข้าสู่ระบบ

เจ้าหน้าที่สหกรณ์ สามารถเข้าสู่ระบบโดยชื่อผู้ใช้และรหัสผ่าน ได้","009 | ระบบสมาชิก | เข้าสู่ระบบ

เจ้าหน้าที่สหกรณ์ สามารถเข้าสู่ระบบโดยชื่อผู้ใช้และรหัสผ่าน ได้"
010,ระบบสมาชิก,เข้าสู่ระบบ,เจ้าหน้าที่สหกรณ์,เจ้าหน้าที่สหกรณ์ สามารถ เข้าสู่ระบบ โดยใช้ User ThaiD ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01,สอบถามลูกค้าว่าจะได้ API ตอนไหน,1,,2,ยกเลิก,FALSE,,,,,,,,Doing,,,,Confirmed,Doing,,,,,,,,,,,,,"010 | เข้าสู่ระบบ

เจ้าหน้าที่สหกรณ์ สามารถ เข้าสู่ระบบ โดยใช้ User ThaiD ได้","010 | ระบบสมาชิก | เข้าสู่ระบบ

เจ้าหน้าที่สหกรณ์ สามารถ เข้าสู่ระบบ โดยใช้ User ThaiD ได้"
011,ระบบเงินฝาก,,เจ้าหน้าที่สหกรณ์,เจ้าหน้าที่สหกรณ์ เข้าสู่ระบบ เข้าหน้าแคชเชียร์,ฝ่ายการเงิน,01,01,หัวข้อ ไม่มี Flow,1,,2,หัวข้อ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"011

เจ้าหน้าที่สหกรณ์ เข้าสู่ระบบ เข้าหน้าแคชเชียร์","011 | ระบบเงินฝาก

เจ้าหน้าที่สหกรณ์ เข้าสู่ระบบ เข้าหน้าแคชเชียร์"
012,ระบบสมาชิก,สมาชิก,เจ้าหน้าที่สหกรณ์,เจ้าหน้าที่สหกรณ์ สามารถค้นหา ข้อมูลสมาชิก ตาม รหัสสมาชิก ชื่อ นามสกุล และเลขบัตรประจำตัวประชาชนได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01.01,,1,พี่ไผ่,2,2,FALSE,,1 เม.ย. ,31 พ.ค. ,53,,,,Done,,,,Confirmed,Done,Done,Done,Done,Done,,8 ก.ค. ,,,,,,85,"012 | สมาชิก

เจ้าหน้าที่สหกรณ์ สามารถค้นหา ข้อมูลสมาชิก ตาม รหัสสมาชิก ชื่อ นามสกุล และเลขบัต...","012 | ระบบสมาชิก | สมาชิก

เจ้าหน้าที่สหกรณ์ สามารถค้นหา ข้อมูลสมาชิก ตาม รหัสสมาชิก ชื่อ นามสกุล และเลขบัต..."
013,ระบบสมาชิก,สมาชิก,เจ้าหน้าที่สหกรณ์,เจ้าหน้าที่สหกรณ์ สามารถ เพิ่ม แก้ไข ลบ ข้อมูลสมาชิกแบบบุคคล และแนบไฟล์ที่เกี่ยวข้องได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01.02,,1,,2,2,FALSE,,1 เม.ย. ,31 พ.ค. ,53,,,,Done,,,,Confirmed,Done,Done,Done,Done,Done,,28 ส.ค. ,,,,,,129,"013 | สมาชิก

เจ้าหน้าที่สหกรณ์ สามารถ เพิ่ม แก้ไข ลบ ข้อมูลสมาชิกแบบบุคคล และแนบไฟล์ที่เกี่ยว...","013 | ระบบสมาชิก | สมาชิก

เจ้าหน้าที่สหกรณ์ สามารถ เพิ่ม แก้ไข ลบ ข้อมูลสมาชิกแบบบุคคล และแนบไฟล์ที่เกี่ยว..."
013.1,ระบบสมาชิก,สมาชิก,เจ้าหน้าที่สหกรณ์,เจ้าหน้าที่สหกรณ์ สามารถ เพิ่ม แก้ไข ลบ ข้อมูลสมาชิกประเภท บุคลากร แบบบุคคล และแนบไฟล์ที่เกี่ยวข้องได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01.02,Wait Copy Flow ID 97,1,,,4,FALSE,,,,,,,,Doing,,,,,,,,,,,,,,,,,,"013.1 | สมาชิก

เจ้าหน้าที่สหกรณ์ สามารถ เพิ่ม แก้ไข ลบ ข้อมูลสมาชิกประเภท บุคลากร แบบบุคคล และแ...","013.1 | ระบบสมาชิก | สมาชิก

เจ้าหน้าที่สหกรณ์ สามารถ เพิ่ม แก้ไข ลบ ข้อมูลสมาชิกประเภท บุคลากร แบบบุคคล และแ..."
014,ระบบสมาชิก,สมาชิก,เจ้าหน้าที่สหกรณ์,เจ้าหน้าที่สหกรณ์ สามารถ เพิ่ม แก้ไข ลบ ข้อมูลสมาชิกแบบนิติบุคคล (สหกรณ์) และแนบไฟล์ ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01.03,,1,,2,2,FALSE,,1 เม.ย. ,31 พ.ค. ,53,,,,Done,,,,Confirmed,Done,Done,Done,Done,Done,,28 ส.ค. ,,,,,,129,"014 | สมาชิก

เจ้าหน้าที่สหกรณ์ สามารถ เพิ่ม แก้ไข ลบ ข้อมูลสมาชิกแบบนิติบุคคล (สหกรณ์) และแนบ...","014 | ระบบสมาชิก | สมาชิก

เจ้าหน้าที่สหกรณ์ สามารถ เพิ่ม แก้ไข ลบ ข้อมูลสมาชิกแบบนิติบุคคล (สหกรณ์) และแนบ..."
015,ระบบการเงิน,,จนท. ฝ่ายการเงิน,จนท. ฝ่ายการเงิน สามารถตั้งค่าการเรียกเก็บรายเดือน,ฝ่ายการเงิน,01,01.04,"เจ้าหน้าที่ฝ่ายเทคโน เป็นคนตั้งค่า 
Dup Flow ID 65",1,,2,4,FALSE,,,,,,,,Doing,,,,,,,,,,,,,,,,,,"015

จนท. ฝ่ายการเงิน สามารถตั้งค่าการเรียกเก็บรายเดือน","015 | ระบบการเงิน

จนท. ฝ่ายการเงิน สามารถตั้งค่าการเรียกเก็บรายเดือน"
016,ระบบการเงิน,,,"[POS] จนท. ฝ่ายการเงิน สามารถกำหนดลำดับการตัดยอดเงินได้ (รายละเอียดรายการ,หน้าแสดงรายการรอจ่าย)",ฝ่ายการเงิน,01,01.05,"กำหนดตอนไหน

Dup Flow ID 66",1,,2,4,FALSE,,,,,4 - (15 - 20 ธ.ค.),JJ,JJ,Doing,20 ส.ค. ,5 ก.ย. ,,Done,,,,,,,,,,6,204,,,"016

[POS] จนท. ฝ่ายการเงิน สามารถกำหนดลำดับการตัดยอดเงินได้ (รายละเอียดรายการ,หน้าแส...","016 | ระบบการเงิน | ⏱  15

[POS] จนท. ฝ่ายการเงิน สามารถกำหนดลำดับการตัดยอดเงินได้ (รายละเอียดรายการ,หน้าแส..."
016.01,ระบบการเงิน,,,"[POS] จนท. ฝ่ายการเงิน สามารถกำหนดลำดับการตัดยอดเงินได้ (รายละเอียดใบเสร็จ, รายการเงินกู้)",ฝ่ายการเงิน,01,01.05,"กำหนดตอนไหน

Dup Flow ID 66",1,,2,4,FALSE,,,,,4 - (15 - 20 ธ.ค.),Rita,Rita,Doing,20 ส.ค. ,5 ก.ย. ,,Done,,,,,,,,,,6,204,,,"016.01

[POS] จนท. ฝ่ายการเงิน สามารถกำหนดลำดับการตัดยอดเงินได้ (รายละเอียดใบเสร็จ, รายก...","016.01 | ระบบการเงิน | ⏱  15

[POS] จนท. ฝ่ายการเงิน สามารถกำหนดลำดับการตัดยอดเงินได้ (รายละเอียดใบเสร็จ, รายก..."
017,ระบบเงินฝาก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถเปิด/ปิดบัญชีเงินฝาก ประเภทออมทรัพย์ ประเภทออมทรัพย์พิเศษ และประเภทประจำได้,ฝ่ายการเงิน,01,01.06,Flow ID 209.01,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"017

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถเปิด/ปิดบัญชีเงินฝาก ประเภทออมทรัพย์ ประเภทออมทรัพ...","017 | ระบบเงินฝาก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถเปิด/ปิดบัญชีเงินฝาก ประเภทออมทรัพย์ ประเภทออมทรัพ..."
018,ระบบสมาชิก,สมาชิก,จนท. ฝ่ายทะเบียน,เจ้าหน้าที่สหกรณ์ สามารถ เพิ่มไฟล์ลายเซ็นและไฟล์อื่นสำหรับบัญชีเงินฝากได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01.07,,1,,2,2,FALSE,,1 เม.ย. ,31 พ.ค. ,53,,,,Done,,,,Confirmed,Done,Done,Done,Done,Done,,1 ส.ค. ,,,,,,106,"018 | สมาชิก

เจ้าหน้าที่สหกรณ์ สามารถ เพิ่มไฟล์ลายเซ็นและไฟล์อื่นสำหรับบัญชีเงินฝากได้","018 | ระบบสมาชิก | สมาชิก

เจ้าหน้าที่สหกรณ์ สามารถ เพิ่มไฟล์ลายเซ็นและไฟล์อื่นสำหรับบัญชีเงินฝากได้"
019,ระบบเงินฝาก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถระบุผู้รับผลประโยชน์ในส่วนของบัญชีเงินฝากได้,ฝ่ายการเงิน,01,01.08,Dup Flow ID 209.02,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"019

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถระบุผู้รับผลประโยชน์ในส่วนของบัญชีเงินฝากได้","019 | ระบบเงินฝาก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถระบุผู้รับผลประโยชน์ในส่วนของบัญชีเงินฝากได้"
020,ระบบเงินฝาก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถฝาก/ถอนเงิน ในรูปแบบ เงินสด เงินโอน และเช็ค ในบัญชีแต่ละประเภทได้,ฝ่ายการเงิน,01,01.09,Dup Flow ID 209,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"020

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถฝาก/ถอนเงิน ในรูปแบบ เงินสด เงินโอน และเช็ค ในบัญช...","020 | ระบบเงินฝาก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถฝาก/ถอนเงิน ในรูปแบบ เงินสด เงินโอน และเช็ค ในบัญช..."
021,ระบบเงินฝาก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถพิมพ์รายการฝาก/ถอน ลงใบนำฝาก/ถอน ได้,ฝ่ายการเงิน,01,01.10,Dup Flow ID 212,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"021

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถพิมพ์รายการฝาก/ถอน ลงใบนำฝาก/ถอน ได้","021 | ระบบเงินฝาก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถพิมพ์รายการฝาก/ถอน ลงใบนำฝาก/ถอน ได้"
022,ระบบเงินฝาก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถพิมพ์รายการฝาก/ถอน ลงสมุดเงินฝากได้,ฝ่ายการเงิน,01,01.11,Dup Flow ID 212,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"022

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถพิมพ์รายการฝาก/ถอน ลงสมุดเงินฝากได้","022 | ระบบเงินฝาก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถพิมพ์รายการฝาก/ถอน ลงสมุดเงินฝากได้"
023,ระบบเงินฝาก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถพิมพ์รายการฝาก/ถอน ลงการ์ดรายการได้,ฝ่ายการเงิน,01,01.12,Dup Flow ID 212,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"023

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถพิมพ์รายการฝาก/ถอน ลงการ์ดรายการได้","023 | ระบบเงินฝาก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถพิมพ์รายการฝาก/ถอน ลงการ์ดรายการได้"
024,ระบบเงินฝาก,,,"[Savings-Detail] เจ้าหน้าที่สหกรณ์ สามารถดูรายการในบัญชีเงินฝากได้
",ฝ่ายการเงิน,01,01.13,"Dup Flow ID 74 , 106 , 211

AC: UI ยังไม่พร้อม AC",1,,2,4,FALSE,24 พ.ย.,24 มิ.ย. ,26 มิ.ย. ,3,4 - (15 - 20 ธ.ค.),Sun,,Doing,,,,Change,,,,,,,,"AC: 
 - [ ] UI (ปรับแก้)",,3,209.01,,184,"024

[Savings-Detail] เจ้าหน้าที่สหกรณ์ สามารถดูรายการในบัญชีเงินฝากได้
","024 | ระบบเงินฝาก

[Savings-Detail] เจ้าหน้าที่สหกรณ์ สามารถดูรายการในบัญชีเงินฝากได้
"
025,ระบบเงินฝาก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถกำหนดค่าให้มีการโอนแบบอัตโนมัติ ได้,ฝ่ายการเงิน,01,01.14,Dup Flow ID 213,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"025

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถกำหนดค่าให้มีการโอนแบบอัตโนมัติ ได้","025 | ระบบเงินฝาก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถกำหนดค่าให้มีการโอนแบบอัตโนมัติ ได้"
026,ระบบเงินฝาก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถแก้ไข รายการฝาก-ถอนบัญชีเงินฝาก ที่ไม่ถูกต้องได้,ฝ่ายการเงิน,01,01.15,Dup Flow ID 216,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"026

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถแก้ไข รายการฝาก-ถอนบัญชีเงินฝาก ที่ไม่ถูกต้องได้","026 | ระบบเงินฝาก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถแก้ไข รายการฝาก-ถอนบัญชีเงินฝาก ที่ไม่ถูกต้องได้"
027,ระบบเงินฝาก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถกำหนดอัตราดอกเบี้ยพิเศษ เฉพาะบัญชีเงินฝากได้,ฝ่ายการเงิน,01,01.16,Dup Flow ID 209.01,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"027

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถกำหนดอัตราดอกเบี้ยพิเศษ เฉพาะบัญชีเงินฝากได้","027 | ระบบเงินฝาก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถกำหนดอัตราดอกเบี้ยพิเศษ เฉพาะบัญชีเงินฝากได้"
028,ระบบสมาชิก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถสร้างคำขอกู้ ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,"01.17,01.18",Dup Flow ID 162.01,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"028

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถสร้างคำขอกู้ ได้","028 | ระบบสมาชิก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถสร้างคำขอกู้ ได้"
029,ระบบสมาชิก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถพิมพ์ใบคำนวณเงินกู้ ตามจำนวนงวดได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01.19,Dup Flow ID 165,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"029

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถพิมพ์ใบคำนวณเงินกู้ ตามจำนวนงวดได้","029 | ระบบสมาชิก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถพิมพ์ใบคำนวณเงินกู้ ตามจำนวนงวดได้"
030,ระบบสมาชิก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถกำหนดหลักประกันเงินกู้ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01.20,Dup Flow ID 162.03,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"030

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถกำหนดหลักประกันเงินกู้ได้","030 | ระบบสมาชิก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถกำหนดหลักประกันเงินกู้ได้"
031,ระบบสมาชิก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถตรวจสอบภาระที่ต้องใช้จ่ายรายได้ ที่กำหนดในระบบได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01.21,Dup Flow ID 164,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"031

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถตรวจสอบภาระที่ต้องใช้จ่ายรายได้ ที่กำหนดในระบบได้","031 | ระบบสมาชิก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถตรวจสอบภาระที่ต้องใช้จ่ายรายได้ ที่กำหนดในระบบได้"
032,ระบบสมาชิก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถเพิ่มรายการค่าธรรมเนียมหรือค่าประกันของเงินกู้ได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01.22,Dup Flow ID 162.02,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"032

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถเพิ่มรายการค่าธรรมเนียมหรือค่าประกันของเงินกู้ได้","032 | ระบบสมาชิก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถเพิ่มรายการค่าธรรมเนียมหรือค่าประกันของเงินกู้ได้"
033,ระบบสมาชิก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถดูรายการสัญญาเงินกู้ ทั้งหมดของแต่ละบุคคลได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01.23,Dup Flow ID 162.04,1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"033

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถดูรายการสัญญาเงินกู้ ทั้งหมดของแต่ละบุคคลได้","033 | ระบบสมาชิก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถดูรายการสัญญาเงินกู้ ทั้งหมดของแต่ละบุคคลได้"
034,ระบบสมาชิก,,เจ้าหน้าที่สหกรณ์,(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถ ซื้อ/ขาย ยกเลิก รายการหุ้นรายเดือน และหุ้นพิเศษได้,ฝ่ายทะเบียนและสื่อสารองค์กร,01,01.24,"Dup Flow ID 133 , 135",1,,2,ซ้ำ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"034

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถ ซื้อ/ขาย ยกเลิก รายการหุ้นรายเดือน และหุ้นพิเศษได...","034 | ระบบสมาชิก

(ซ้ำ) เจ้าหน้าที่สหกรณ์ สามารถ ซื้อ/ขาย ยกเลิก รายการหุ้นรายเดือน และหุ้นพิเศษได..."
035,ระบบสมาชิก,สมาชิก,เจ้าหน้าที่สหกรณ์,"เจ้าหน้าที่สหกรณ์ สามารถ เพิ่มรายการรับ/จ่าย เงินได้
เจ้าหน้าที่สหกรณ์ สามารถ เพิ่มรายการรับ/จ่าย 1 รายการ โดยสามารถแยกเป็นรายการย่อยมากกว่า 1 รายการได้",ฝ่ายทะเบียนและสื่อสารองค์กร,01,"01.25,
01.26",,1,พี่ไผ่,2,2,FALSE,,1 เม.ย. ,31 พ.ค. ,53,,,,Done,,,,Confirmed,Done,Done,Done,Done,Done,,23 ก.ค. ,,,,,,98,"035 | สมาชิก

เจ้าหน้าที่สหกรณ์ สามารถ เพิ่มรายการรับ/จ่าย เงินได้
เจ้าหน้าที่สหกรณ์ สามารถ เพ...","035 | ระบบสมาชิก | สมาชิก

เจ้าหน้าที่สหกรณ์ สามารถ เพิ่มรายการรับ/จ่าย เงินได้
เจ้าหน้าที่สหกรณ์ สามารถ เพ..."
